  E              f1 
   keV           e atom-1
6.7892266E+00  8.8112E+00
6.8231727E+00  8.7444E+00
6.8572886E+00  8.6782E+00
6.8915750E+00  8.6125E+00
6.9260329E+00  8.5474E+00
6.9606631E+00  8.4829E+00
6.9954664E+00  8.4189E+00
7.0304437E+00  8.3555E+00
7.0655959E+00  8.2926E+00
7.1009239E+00  8.2303E+00
7.1364285E+00  8.1686E+00
7.1721107E+00  8.1073E+00
7.2079712E+00  8.0466E+00
7.2440111E+00  7.9864E+00
7.2802311E+00  7.9268E+00
7.3166323E+00  7.8676E+00
7.3532155E+00  7.8090E+00
7.3899815E+00  7.7509E+00
7.4269314E+00  7.6933E+00
7.4640661E+00  7.6361E+00
7.5013864E+00  7.5795E+00
7.5388934E+00  7.5233E+00
7.5765878E+00  7.4677E+00
7.6144708E+00  7.4125E+00
7.6525431E+00  7.3577E+00
7.6908058E+00  7.3035E+00
7.7292599E+00  7.2497E+00
7.7679062E+00  7.1964E+00
7.8067457E+00  7.1435E+00
7.8457794E+00  7.0911E+00
7.8850083E+00  7.0391E+00
7.9244334E+00  6.9875E+00
7.9640555E+00  6.9364E+00
8.0038758E+00  6.8858E+00
8.0438952E+00  6.8355E+00
8.0841147E+00  6.7857E+00
8.1245352E+00  6.7363E+00
8.1651579E+00  6.6873E+00
8.2059837E+00  6.6388E+00
8.2470136E+00  6.5906E+00
8.2882487E+00  6.5429E+00
8.3296899E+00  6.4955E+00
8.3713384E+00  6.4486E+00
8.4131951E+00  6.4021E+00
8.4552610E+00  6.3559E+00
8.4975373E+00  6.3101E+00
8.5400250E+00  6.2647E+00
9.030794E+00  5.7619E+00
9.653919E+00  5.1487E+00
1.032004E+01  4.5951E+00
1.103212E+01  4.1092E+00
1.133243E+01  3.9307E+00
1.150588E+01  3.8327E+00
1.155214E+01  3.8063E+00
1.162152E+01  1.0039E+01
1.179334E+01  9.7860E+00
1.179497E+01  9.7837E+00
1.260708E+01  8.7112E+00
1.300715E+01  8.2482E+00
1.320624E+01  8.0311E+00
1.325933E+01  7.9745E+00
1.333896E+01  1.1061E+01
1.347697E+01  1.0866E+01
1.353805E+01  1.0781E+01
1.360230E+01  1.0693E+01
1.381050E+01  1.0415E+01
1.386602E+01  1.0343E+01
1.394930E+01  1.1865E+01
1.415750E+01  1.1594E+01
1.440688E+01  1.1283E+01
1.540095E+01  1.0156E+01
1.646362E+01  9.1308E+00
1.759961E+01  8.2076E+00
1.881398E+01  7.3678E+00
2.011215E+01  6.6140E+00
2.149988E+01  5.9398E+00
2.298338E+01  5.3372E+00
2.456923E+01  4.7908E+00
2.626450E+01  4.3029E+00
2.807676E+01  3.8346E+00
3.001405E+01  3.4044E+00
3.208502E+01  3.0249E+00
3.429889E+01  2.6899E+00
3.666551E+01  2.3940E+00
3.919543E+01  2.1323E+00
4.189992E+01  1.9008E+00
4.479101E+01  1.6959E+00
4.788159E+01  1.5140E+00
5.118542E+01  1.3516E+00
5.471721E+01  1.2057E+00
5.849270E+01  1.0758E+00
6.252870E+01  9.5706E-01
6.684318E+01  8.5033E-01
7.145536E+01  7.5579E-01
7.638578E+01  6.7191E-01
7.682690E+01  6.6514E-01
7.800282E+01  6.4764E-01
7.831640E+01  6.4310E-01
7.878677E+01  3.1616E+00
7.996269E+01  3.0867E+00
8.165640E+01  2.9959E+00
8.729069E+01  2.7112E+00
9.331374E+01  2.4374E+00
9.975239E+01  2.1733E+00
1.066353E+02  1.9395E+00
1.139931E+02  1.7348E+00
1.218587E+02  1.5519E+00
1.302669E+02  1.3884E+00
1.392553E+02  1.2424E+00
1.488640E+02  1.1118E+00
1.591356E+02  9.9455E-01
1.701159E+02  8.8804E-01
1.818539E+02  7.9302E-01
1.944018E+02  7.0825E-01
2.078156E+02  6.3260E-01
2.221548E+02  5.6508E-01
2.374835E+02  5.0482E-01
2.538699E+02  4.5103E-01
2.713869E+02  4.0300E-01
2.901126E+02  3.6012E-01
3.101304E+02  3.2183E-01
3.315294E+02  2.8763E-01
3.544049E+02  2.5855E-01
3.788588E+02  2.3320E-01
4.050001E+02  2.1035E-01
4.329451E+02  1.8975E-01
